,Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster,db,Diagnosis
4044,G-protein coupled amine receptor activity (GO:0008227),May-56,0.166458632,0.594613421,0,0,1.785673807,3.20172824,HTR7;ADRB3;DHX8;ADRB1;ADRA2C,All,GO_Molecular_Function_2018,HET
4045,carboxylic ester hydrolase activity (GO:0052689),8/103,0.169143022,0.601211334,0,0,1.53466565,2.727117189,PON3;ABHD4;PNPLA7;LIPG;LPL;LIPA;CES3;RPE65,All,GO_Molecular_Function_2018,HET
4046,Rho GTPase binding (GO:0017048),Jun-72,0.172525923,0.607176016,0,0,1.656088367,2.910091357,CYFIP1;AKAP13;PARD6A;LRRK2;ARHGDIB;CDC42EP3,All,GO_Molecular_Function_2018,HET
4047,phosphoprotein phosphatase activity (GO:0004721),10/136,0.172908304,0.607176016,0,0,1.446780067,2.53909013,DUSP4;PDP1;PTPRC;CTDSP1;EYA4;PTPN9;PTPN6;DUSP26;DUSP6;DUSP14,All,GO_Molecular_Function_2018,HET
4048,protein deacetylase activity (GO:0033558),Apr-42,0.174203704,0.607176016,0,0,1.916721544,3.34952831,SALL1;HDAC9;PHF21A;SIRT2,All,GO_Molecular_Function_2018,HET
4049,"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820)",Apr-42,0.174203704,0.607176016,0,0,1.916721544,3.34952831,ABCA1;ABCA9;TAP1;ABCG4,All,GO_Molecular_Function_2018,HET
4050,transcription corepressor activity (GO:0003714),14/203,0.175292226,0.608018444,0,0,1.351042004,2.352570573,TGIF1;SIAH2;PBXIP1;TFCP2L1;HDAC9;CDYL2;ELK3;CREG1;RARA;HDGF;BCOR;ZNF366;RUNX1T1;HSPA1A,All,GO_Molecular_Function_2018,HET
4051,channel activity (GO:0015267),28-Mar,0.177422024,0.612447178,0,0,2.184461538,3.777423473,TOMM40;CHRNB3;BCL2A1,All,GO_Molecular_Function_2018,HET
4052,endonuclease activity (GO:0004519),Jun-73,0.180308277,0.612578822,0,0,1.631284273,2.794532278,MBD4;LACTB2;XRCC2;RNASE4;ANG;DNASE1L2,All,GO_Molecular_Function_2018,HET
4053,G-protein coupled chemoattractant receptor activity (GO:0001637),15-Feb,0.182579203,0.612578822,0,0,2.799674869,4.761046478,CX3CR1;CMKLR1,All,GO_Molecular_Function_2018,HET
4054,adrenergic receptor binding (GO:0031690),15-Feb,0.182579203,0.612578822,0,0,2.799674869,4.761046478,ADRB1;ADRA2C,All,GO_Molecular_Function_2018,HET
4055,transmembrane receptor protein tyrosine phosphatase activity (GO:0005001),15-Feb,0.182579203,0.612578822,0,0,2.799674869,4.761046478,PTPRC;PTPN6,All,GO_Molecular_Function_2018,HET
4056,transmembrane receptor protein phosphatase activity (GO:0019198),15-Feb,0.182579203,0.612578822,0,0,2.799674869,4.761046478,PTPRC;PTPN6,All,GO_Molecular_Function_2018,HET
4057,insulin-like growth factor receptor binding (GO:0005159),15-Feb,0.182579203,0.612578822,0,0,2.799674869,4.761046478,IRS1;IGF1,All,GO_Molecular_Function_2018,HET
4058,1-phosphatidylinositol-3-kinase activity (GO:0016303),Apr-43,0.184721796,0.614028931,0,0,1.867476123,3.15398863,IRS1;TLR9;FGF2;PIK3CG,All,GO_Molecular_Function_2018,HET
4059,cholesterol binding (GO:0015485),Apr-43,0.184721796,0.614028931,0,0,1.867476123,3.15398863,ABCA1;STARD4;NPC2;APOE,All,GO_Molecular_Function_2018,HET
4060,transcription regulatory region sequence-specific DNA binding (GO:0000976),19/292,0.189889023,0.6282964,0,0,1.269874657,2.109662406,KLF10;EGR1;LEF1;SOX11;GATA2;ISL1;PHF21A;ETV5;RUNX1;PHF21B;PER2;PER1;NR4A1;NR4A3;KLHL6;RARA;SOX9;ZBED4;NFE2L2,All,GO_Molecular_Function_2018,HET
4061,Rho guanyl-nucleotide exchange factor activity (GO:0005089),May-59,0.193202351,0.636327009,0,0,1.686202098,2.772145233,GNA13;AKAP13;SPATA13;DOCK2;VAV1,All,GO_Molecular_Function_2018,HET
4062,"proton-transporting ATPase activity, rotational mechanism (GO:0046961)",16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,TCIRG1;ATP6V0D2,All,GO_Molecular_Function_2018,HET
4063,cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,PYCARD;CFLAR,All,GO_Molecular_Function_2018,HET
4064,potassium ion leak channel activity (GO:0022841),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,KCNK6;KCNK12,All,GO_Molecular_Function_2018,HET
4065,muscle alpha-actinin binding (GO:0051371),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,MYBPC1;OBSL1,All,GO_Molecular_Function_2018,HET
4066,sulfuric ester hydrolase activity (GO:0008484),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,GNS;ARSB,All,GO_Molecular_Function_2018,HET
4067,transmembrane receptor protein serine/threonine kinase binding (GO:0070696),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,PYCARD;TGFB1,All,GO_Molecular_Function_2018,HET
4068,MHC class II protein complex binding (GO:0023026),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,CD81;HLA-DOB,All,GO_Molecular_Function_2018,HET
4069,bile acid transmembrane transporter activity (GO:0015125),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,SLC10A2;SLCO2B1,All,GO_Molecular_Function_2018,HET
4070,poly(U) RNA binding (GO:0008266),16-Feb,0.201857047,0.636759892,0,0,2.599560862,4.159805639,ATXN1;PABPC1,All,GO_Molecular_Function_2018,HET
4071,kinase binding (GO:0019900),26/418,0.202202306,0.636759892,0,0,1.210768968,1.935397935,CEBPA;ITGB2;THY1;ADIPOR1;HIF1A;SPRED1;WDCP;TRIM5;MAP3K1;STAT3;RHOG;MSN;RHOC;IRGM;RHOB;EEF1A1;PER1;PTPRC;NR4A3;EEF1A2;DOK7;HCLS1;SPRY2;PTPN6;SIK1;CDK5R1,All,GO_Molecular_Function_2018,HET
4072,GTPase binding (GO:0051020),Jun-76,0.204457588,0.641050428,0,0,1.561124122,2.478120188,ABCA1;FGD5;ADAP2;ARAP1;LCP1;FNBP1L,All,GO_Molecular_Function_2018,HET
4073,"ATPase activity, coupled to transmembrane movement of substances (GO:0042626)",Apr-45,0.206343761,0.641362859,0,0,1.776191929,2.803206986,ABCA1;ABCA9;TAP1;ABCG4,All,GO_Molecular_Function_2018,HET
4074,P-P-bond-hydrolysis-driven transmembrane transporter activity (GO:0015405),Apr-45,0.206343761,0.641362859,0,0,1.776191929,2.803206986,ABCA1;ABCA9;TAP1;ABCG4,All,GO_Molecular_Function_2018,HET
4075,adenyl ribonucleotide binding (GO:0032559),18/279,0.207539978,0.642300449,0,0,1.257931034,1.978010123,ABCA1;RYR1;HSPA5;TAP1;TGFBR1;NME1;P2RX7;ACLY;OAS1;TDG;MYO6;BTK;MYH9;SIK1;BVES;HSPA1B;MYO1F;HSPA1A,All,GO_Molecular_Function_2018,HET
4076,ubiquitin-like protein ligase binding (GO:0044389),19/297,0.209896263,0.64665627,0,0,1.246701467,1.94627784,HSPA5;ARRDC1;STAT1;CXCR4;MUL1;PARP9;TNFRSF1B;HIF1A;PRDX6;CLU;NKD2;PER1;ERBB3;ASB10;LTBR;TRIB2;ASB3;HSPA1B;HSPA1A,All,GO_Molecular_Function_2018,HET
4077,myosin binding (GO:0017022),Apr-46,0.217417999,0.64665627,0,0,1.733809982,2.645678764,PYCARD;GSN;CXCR4;NKD2,All,GO_Molecular_Function_2018,HET
4078,O-acyltransferase activity (GO:0008374),31-Mar,0.218086738,0.64665627,0,0,1.950103022,2.969738601,GPAM;LPCAT2;LCAT,All,GO_Molecular_Function_2018,HET
4079,actin filament binding (GO:0051015),9/127,0.218101099,0.64665627,0,0,1.389625611,2.116117109,CYFIP1;MYO1E;MYBPC1;ARPC1B;MYO6;MYH9;PICK1;LCP1;OBSL1,All,GO_Molecular_Function_2018,HET
4080,"ATPase activity, coupled (GO:0042623)",Jul-94,0.218951384,0.64665627,0,0,1.465517241,2.225982295,MYO1E;HSPA5;XRCC2;MYH9;MNAT1;HSPA1B;HSPA1A,All,GO_Molecular_Function_2018,HET
4081,ligand-dependent nuclear receptor binding (GO:0016922),17-Feb,0.22134892,0.64665627,0,0,2.426128722,3.658638507,MBD4;ISL1,All,GO_Molecular_Function_2018,HET
4082,CXCR chemokine receptor binding (GO:0045236),17-Feb,0.22134892,0.64665627,0,0,2.426128722,3.658638507,CXCL6;CXCL10,All,GO_Molecular_Function_2018,HET
4083,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)",17-Feb,0.22134892,0.64665627,0,0,2.426128722,3.658638507,TBXAS1;DHCR24,All,GO_Molecular_Function_2018,HET
4084,retinol dehydrogenase activity (GO:0004745),17-Feb,0.22134892,0.64665627,0,0,2.426128722,3.658638507,RDH11;RDH16,All,GO_Molecular_Function_2018,HET
4085,aspartic-type peptidase activity (GO:0070001),17-Feb,0.22134892,0.64665627,0,0,2.426128722,3.658638507,CTSE;CTSD,All,GO_Molecular_Function_2018,HET
4086,small GTPase binding (GO:0031267),May-63,0.230964862,0.64665627,0,0,1.569580094,2.300203448,ABCA1;FGD5;ADAP2;PLCE1;ARAP1,All,GO_Molecular_Function_2018,HET
4087,ATPase binding (GO:0051117),May-63,0.230964862,0.64665627,0,0,1.569580094,2.300203448,ABCA1;TAF9;HRC;TCIRG1;NKD2,All,GO_Molecular_Function_2018,HET
4088,transition metal ion transmembrane transporter activity (GO:0046915),Mar-32,0.232046695,0.64665627,0,0,1.882758621,2.750365154,SLC31A1;SLC11A1;SLC39A2,All,GO_Molecular_Function_2018,HET
4089,"hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)",Mar-32,0.232046695,0.64665627,0,0,1.882758621,2.750365154,CHI3L1;HPSE;GUSB,All,GO_Molecular_Function_2018,HET
4090,calcium-activated potassium channel activity (GO:0015269),18-Feb,0.240980156,0.64665627,0,0,2.2743756,3.236529019,KCNMB4;KCNN2,All,GO_Molecular_Function_2018,HET
4091,ion channel inhibitor activity (GO:0008200),Mar-33,0.246161763,0.64665627,0,0,1.819903846,2.551080035,VAMP8;KCNV1;RACK1,All,GO_Molecular_Function_2018,HET
4092,purine ribonucleoside triphosphate binding (GO:0035639),24/396,0.251647944,0.64665627,0,0,1.176675425,1.623487579,ABCA1;RYR1;HSPA5;LRRK2;RHOG;TAP1;RHOC;TGFBR1;NME1;RHOB;GNAI2;DNM2;P2RX7;EEF1A1;ACLY;RAB31;OAS1;TDG;BTK;MYH9;SIK1;HSPA1B;MYO1F;HSPA1A,All,GO_Molecular_Function_2018,HET
4093,ATP binding (GO:0005524),16/255,0.258022087,0.64665627,0,0,1.220143979,1.652941359,ABCA1;RYR1;HSPA5;TAP1;TGFBR1;NME1;P2RX7;ACLY;OAS1;TDG;BTK;MYH9;SIK1;HSPA1B;MYO1F;HSPA1A,All,GO_Molecular_Function_2018,HET
4094,carboxylic acid binding (GO:0031406),Mar-34,0.260404853,0.64665627,0,0,1.761104218,2.369596953,AARS2;DDAH1;CD44,All,GO_Molecular_Function_2018,HET
4095,MHC protein complex binding (GO:0023023),19-Feb,0.260683285,0.64665627,0,0,2.140475787,2.87776069,CD81;HLA-DOB,All,GO_Molecular_Function_2018,HET
4096,leak channel activity (GO:0022840),19-Feb,0.260683285,0.64665627,0,0,2.140475787,2.87776069,KCNK6;KCNK12,All,GO_Molecular_Function_2018,HET
4097,neuropeptide binding (GO:0042923),19-Feb,0.260683285,0.64665627,0,0,2.140475787,2.87776069,GPR149;SSTR4,All,GO_Molecular_Function_2018,HET
4098,insulin receptor binding (GO:0005158),19-Feb,0.260683285,0.64665627,0,0,2.140475787,2.87776069,IRS1;IGF1,All,GO_Molecular_Function_2018,HET
4099,FAD binding (GO:0071949),19-Feb,0.260683285,0.64665627,0,0,2.140475787,2.87776069,OXNAD1;MTRR,All,GO_Molecular_Function_2018,HET
4100,hormone activity (GO:0005179),Jun-83,0.264732173,0.64665627,0,0,1.418677754,1.885474706,VGF;GPNMB;SCT;SST;IGF1;APLN,All,GO_Molecular_Function_2018,HET
4101,phosphatidylinositol binding (GO:0035091),7/100,0.266281335,0.64665627,0,0,1.370531822,1.81349028,MYO1E;SNX18;NCF1;PLEKHA1;FES;THY1;PASK,All,GO_Molecular_Function_2018,HET
4102,"translation factor activity, RNA binding (GO:0008135)",May-67,0.270609031,0.64665627,0,0,1.468006091,1.918801682,EEF1A1;GFM2;EEF1A2;SOX11;MTIF2,All,GO_Molecular_Function_2018,HET
4103,steroid hydroxylase activity (GO:0008395),Mar-35,0.274749866,0.64665627,0,0,1.705979567,2.203945064,CH25H;CYP2E1;CYP7B1,All,GO_Molecular_Function_2018,HET
4104,endodeoxyribonuclease activity (GO:0004520),Mar-35,0.274749866,0.64665627,0,0,1.705979567,2.203945064,MBD4;XRCC2;DNASE1L2,All,GO_Molecular_Function_2018,HET
4105,SH3/SH2 adaptor activity (GO:0005070),Apr-51,0.274833338,0.64665627,0,0,1.548952553,2.000612261,BLNK;ARHGAP6;PAG1;SKAP2,All,GO_Molecular_Function_2018,HET
4106,phosphatidylinositol kinase activity (GO:0052742),Apr-51,0.274833338,0.64665627,0,0,1.548952553,2.000612261,IRS1;TLR9;FGF2;PIK3CG,All,GO_Molecular_Function_2018,HET
4107,cysteine-type endopeptidase inhibitor activity (GO:0004869),Apr-51,0.274833338,0.64665627,0,0,1.548952553,2.000612261,CST3;RPS6KA1;LEF1;CST7,All,GO_Molecular_Function_2018,HET
4108,bile acid:sodium symporter activity (GO:0008508),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC10A2,All,GO_Molecular_Function_2018,HET
4109,vascular endothelial growth factor receptor 2 binding (GO:0043184),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,ITGA5,All,GO_Molecular_Function_2018,HET
4110,alpha-mannosidase activity (GO:0004559),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,MAN2B2,All,GO_Molecular_Function_2018,HET
4111,arginine transmembrane transporter activity (GO:0015181),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC7A2,All,GO_Molecular_Function_2018,HET
4112,MHC class II protein binding (GO:0042289),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,LAG3,All,GO_Molecular_Function_2018,HET
4113,beta-galactosidase activity (GO:0004565),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,GLB1,All,GO_Molecular_Function_2018,HET
4114,pancreatic polypeptide receptor activity (GO:0001602),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,NPY5R,All,GO_Molecular_Function_2018,HET
4115,L-lysine transmembrane transporter activity (GO:0015189),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC7A2,All,GO_Molecular_Function_2018,HET
4116,O-acetyltransferase activity (GO:0016413),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,LPCAT2,All,GO_Molecular_Function_2018,HET
4117,prostaglandin E receptor activity (GO:0004957),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,HPGD,All,GO_Molecular_Function_2018,HET
4118,phosphorylase activity (GO:0004645),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,PYGM,All,GO_Molecular_Function_2018,HET
4119,G-protein coupled neurotransmitter receptor activity (GO:0099528),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,DHX8,All,GO_Molecular_Function_2018,HET
4120,urea transmembrane transporter activity (GO:0015204),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC14A1,All,GO_Molecular_Function_2018,HET
4121,palmitoyl-CoA hydrolase activity (GO:0016290),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,PPT1,All,GO_Molecular_Function_2018,HET
4122,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity (GO:0003828)",6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,ST8SIA6,All,GO_Molecular_Function_2018,HET
4123,G-protein coupled acetylcholine receptor activity (GO:0016907),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,DHX8,All,GO_Molecular_Function_2018,HET
4124,clathrin heavy chain binding (GO:0032050),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,LDLR,All,GO_Molecular_Function_2018,HET
4125,alpha-adrenergic receptor activity (GO:0004936),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,ADRA2C,All,GO_Molecular_Function_2018,HET
4126,manganese ion transmembrane transporter activity (GO:0005384),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC11A1,All,GO_Molecular_Function_2018,HET
4127,solute:proton antiporter activity (GO:0015299),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC11A1,All,GO_Molecular_Function_2018,HET
4128,phosphatidylcholine-sterol O-acyltransferase activator activity (GO:0060228),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,APOE,All,GO_Molecular_Function_2018,HET
4129,olfactory receptor binding (GO:0031849),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,RTP4,All,GO_Molecular_Function_2018,HET
4130,arylesterase activity (GO:0004064),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,PON3,All,GO_Molecular_Function_2018,HET
4131,sphingolipid transporter activity (GO:0046624),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,MFSD2B,All,GO_Molecular_Function_2018,HET
4132,peroxisome proliferator activated receptor binding (GO:0042975),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,MBD4,All,GO_Molecular_Function_2018,HET
4133,interleukin-1 binding (GO:0019966),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,A2M,All,GO_Molecular_Function_2018,HET
4134,G-protein coupled glutamate receptor binding (GO:0035256),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,HOMER1,All,GO_Molecular_Function_2018,HET
4135,L-ornithine transmembrane transporter activity (GO:0000064),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC7A2,All,GO_Molecular_Function_2018,HET
4136,ubiquinone binding (GO:0048039),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,COQ10B,All,GO_Molecular_Function_2018,HET
4137,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)",6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,CPS1,All,GO_Molecular_Function_2018,HET
4138,inositol trisphosphate kinase activity (GO:0051766),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,ITPKB,All,GO_Molecular_Function_2018,HET
4139,dopamine transmembrane transporter activity (GO:0005329),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC22A3,All,GO_Molecular_Function_2018,HET
4140,acetyl-CoA C-acyltransferase activity (GO:0003988),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,ACAT2,All,GO_Molecular_Function_2018,HET
4141,phospholipase activator activity (GO:0016004),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,CCL3,All,GO_Molecular_Function_2018,HET
4142,LBD domain binding (GO:0050693),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,MBD4,All,GO_Molecular_Function_2018,HET
4143,very long-chain fatty acid-CoA ligase activity (GO:0031957),6-Jan,0.274863044,0.64665627,0,0,3.637619962,4.69792189,SLC27A5,All,GO_Molecular_Function_2018,HET
4144,"transcription factor activity, RNA polymerase II core promoter sequence-specific (GO:0000983)",20-Feb,0.280397481,0.64665627,0,0,2.02145373,2.57037364,STAT1;TAF9,All,GO_Molecular_Function_2018,HET
4145,poly-pyrimidine tract binding (GO:0008187),20-Feb,0.280397481,0.64665627,0,0,2.02145373,2.57037364,ATXN1;PABPC1,All,GO_Molecular_Function_2018,HET
4146,motor activity (GO:0003774),Jun-85,0.282742882,0.64665627,0,0,1.382615383,1.746543724,MYO1E;DNAH7;KIF26B;MYO6;MYH9;KIF27,All,GO_Molecular_Function_2018,HET
4147,histone deacetylase binding (GO:0042826),Jun-85,0.282742882,0.64665627,0,0,1.382615383,1.746543724,LEF1;BCOR;HDAC9;SIRT2;HSPA1B;HSPA1A,All,GO_Molecular_Function_2018,HET
4148,voltage-gated potassium channel activity (GO:0005249),Jun-85,0.282742882,0.64665627,0,0,1.382615383,1.746543724,KCNG1;KCNK6;KCNV1;KCNG3;KCND3;KCNJ2,All,GO_Molecular_Function_2018,HET
4149,protein serine/threonine kinase activity (GO:0004674),22/368,0.284276302,0.64665627,0,0,1.159018983,1.457824067,MAP3K1;TP53RK;PELI3;LRRK2;EIF2AK2;CDC7;PASK;CAMKK1;MYLK3;NRBP1;TGFBR1;TGFBR2;SBK1;PRKD3;RPS6KA1;PBK;BMP2K;SIK1;MNAT1;STK32B;CAMK1G;CDKL1,All,GO_Molecular_Function_2018,HET
4150,RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980),Apr-52,0.286624507,0.64665627,0,0,1.516602502,1.89511958,SPI1;ZBTB16;NFATC1;BACH1,All,GO_Molecular_Function_2018,HET
4151,growth factor activity (GO:0008083),May-69,0.290956556,0.64665627,0,0,1.421980371,1.755550397,GRN;CSF1;BDNF;FGF2;HBEGF,All,GO_Molecular_Function_2018,HET
4152,RNA polymerase II transcription factor binding (GO:0001085),8/121,0.296649658,0.64665627,0,0,1.288974392,1.566366115,SPI1;STAT3;HCLS1;NFATC1;GATA2;DUSP26;ISL1;NFE2L2,All,GO_Molecular_Function_2018,HET
4153,voltage-gated ion channel activity (GO:0005244),21-Feb,0.300068056,0.64665627,0,0,1.914960311,2.305125774,HVCN1;CACNA1H,All,GO_Molecular_Function_2018,HET
4154,scavenger receptor activity (GO:0005044),21-Feb,0.300068056,0.64665627,0,0,1.914960311,2.305125774,DMBT1;SCARF1,All,GO_Molecular_Function_2018,HET
4155,sialyltransferase activity (GO:0008373),21-Feb,0.300068056,0.64665627,0,0,1.914960311,2.305125774,ST8SIA6;ST3GAL6,All,GO_Molecular_Function_2018,HET
4156,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)",21-Feb,0.300068056,0.64665627,0,0,1.914960311,2.305125774,ALOX12B;ALOX15B,All,GO_Molecular_Function_2018,HET
4157,hydrogen-exporting ATPase activity (GO:0036442),21-Feb,0.300068056,0.64665627,0,0,1.914960311,2.305125774,TCIRG1;ATP6V0D2,All,GO_Molecular_Function_2018,HET
4158,inward rectifier potassium channel activity (GO:0005242),21-Feb,0.300068056,0.64665627,0,0,1.914960311,2.305125774,KCNK6;KCNJ2,All,GO_Molecular_Function_2018,HET
4159,aspartic-type endopeptidase activity (GO:0004190),21-Feb,0.300068056,0.64665627,0,0,1.914960311,2.305125774,CTSE;CTSD,All,GO_Molecular_Function_2018,HET
4160,frizzled binding (GO:0005109),Mar-37,0.303646471,0.64665627,0,0,1.605458145,1.913531398,FZD1;SFRP1;BAMBI,All,GO_Molecular_Function_2018,HET
4161,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)",Jun-88,0.310229924,0.64665627,0,0,1.331820213,1.558817735,NSDHL;HPGD;RDH11;IMPDH1;SORD;RDH16,All,GO_Molecular_Function_2018,HET
4162,cation:cation antiporter activity (GO:0015491),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,SLC11A1,All,GO_Molecular_Function_2018,HET
4163,phosphatidylinositol 3-kinase regulatory subunit binding (GO:0036312),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,PIK3AP1,All,GO_Molecular_Function_2018,HET
4164,quaternary ammonium group transmembrane transporter activity (GO:0015651),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,SLC22A3,All,GO_Molecular_Function_2018,HET
4165,interleukin-17 receptor activity (GO:0030368),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,IL6ST,All,GO_Molecular_Function_2018,HET
4166,satellite DNA binding (GO:0003696),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,MBD4,All,GO_Molecular_Function_2018,HET
4167,extracellular ATP-gated cation channel activity (GO:0004931),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,P2RX7,All,GO_Molecular_Function_2018,HET
4168,insulin-like growth factor II binding (GO:0031995),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,IGFBP5,All,GO_Molecular_Function_2018,HET
4169,ATP-gated ion channel activity (GO:0035381),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,P2RX7,All,GO_Molecular_Function_2018,HET
4170,lipase activator activity (GO:0060229),7-Jan,0.31269023,0.64665627,0,0,3.031190019,3.523886497,CCL3,All,GO_Molecular_Function_2018,HET
